! VERSION = 6.00
BEGIN_HEADER
 ICCAP_INPUTS
  Vg         V  G GROUND gate 0.1 LIN        1    -0.2       1.2        71   0.02      
  Vd         V  D GROUND drain 0.1 LIN        2    0.04       1.2        2    1.16      
  Vs         V  S GROUND source 0.1 CON        0
  Vb         V  B GROUND bulk 0.1 CON        0
 ICCAP_OUTPUTS
  Id         I  D GROUND drain B
  Ig         I  G GROUND gate B
END_HEADER

BEGIN_DB
 ICCAP_VAR Vd         0.04           
  0.52            0.000151354     3.267e-009     
  0.54            0.000187633     6.542e-009     
  0.56            0.000227521     -1.051e-009    
  0.58            0.000270609     1.462e-009     
  0.6             0.000316593     -2.295e-009    
  0.62            0.00036487      6.7e-011       
  0.64            0.000415147     -6.673e-009    
  0.66            0.000466863     -8.58e-010     
  0.68            0.00051969      3.7473e-009    
  0.7             0.000573432     2.592e-009     
  0.72            0.000627649     -3.927e-009    
  0.74            0.000682103     2.696e-009     
  0.76            0.000736412     -1.34e-009     
  0.78            0.000790887     -5.82e-010     
  0.8             0.00084472      2.078e-009     
  0.82            0.000898037     8.62e-010      
  0.84            0.00095079      5.1426e-009    
  0.86            0.00100299      -5.354e-009    
  0.88            0.00105404      3.533e-009     
  0.9             0.00110399      1.26e-010      
  0.92            0.00115322      2.078e-009     
  0.94            0.00120139      -4.67e-010     
  0.96            0.00124841      5.02e-010      
  0.98            0.0012941       4.367e-009     
  1               0.00133906      3.593e-009     
  1.02            0.00138247      5.289e-009     
  1.04            0.00142459      5.07e-009      
  1.06            0.00146573      2.016e-009     
  1.08            0.00150549      2.93e-009      
  1.1             0.00154409      5.877e-009     
  1.12            0.00158146      9.462e-009     
  1.14            0.0016174       3.574e-009     
  1.16            0.00165258      6.777e-009     
  1.18            0.00168635      6.74e-009      
  1.2             0.00171912      8.516e-009     
END_DB

BEGIN_DB
 ICCAP_VAR Vd         1.2            
 ICCAP_VAR Vs         0              
 ICCAP_VAR Vb         0              

 #Vg              Id              Ig             
  -0.2            -5.12e-010      6.35e-010      
  -0.18           5.72e-010       1.463e-009     
  -0.16           4.2621e-009     2.424e-009     
  -0.14           -1.132e-009     1.081e-009     
  -0.12           3.93e-010       2.889e-009     
  -0.1            2.09e-010       2.57e-010      
  -0.08           2.47e-010       2.8272e-009    
  -0.06           -1.82e-010      -1.711e-009    
  -0.04           -2.048e-009     -7.46e-010     
  -0.02           1.277e-009      1.61e-010      
  0               -1.825e-009     -7.4e-011      
  0.02            9.3e-011        2.39e-010      
  0.04            1.488e-009      1.181e-009     
  0.06            3.582e-009      8.6e-011       
  0.08            3.69e-009       3.281e-009     
  0.1             1.0106e-008     -3.75e-010     
  0.12            6.611e-009      1.263e-009     
  0.14            2.3829e-008     -2.252e-009    
  0.16            4.4356e-008     -6.989e-009    
  0.18            8.3559e-008     2.004e-009     
  0.2             1.57697e-007    -1.248e-009    
  0.22            2.9539e-007     -1.062e-009    
  0.24            5.54729e-007    -6.8e-011      
  0.26            1.02428e-006    -1.004e-009    
  0.28            1.88048e-006    -7.334e-009    
  0.3             3.40462e-006    -1.533e-009    
  0.32            6.04885e-006    -1.635e-009    
  0.34            1.0504e-005     6.11e-010      
  0.36            1.77539e-005    3.0929e-009    
  0.38            2.91597e-005    -1.854e-009    
  0.4             4.63944e-005    1.345e-009     
  0.42            7.15276e-005    1.077e-009     
  0.44            0.000106722     -1.484e-009    
  0.46            0.000154351     -5.3e-011      
  0.48            0.000216742     -4.396e-009    
  0.5             0.000295996     1.328e-009     
  0.52            0.000394086     -1.428e-009    
  0.54            0.000512723     -4.41e-010     
  0.56            0.000653188     2.539e-009     
  0.58            0.000816591     5.825e-009     
  0.6             0.00100371      -8.4e-010      
  0.62            0.00121482      -2.5652e-009   
  0.64            0.00145086      -2.228e-009    
  0.66            0.00171129      6.017e-009     
  0.68            0.00199601      2.762e-009     
  0.7             0.00230479      1.285e-009     
  0.72            0.00263719      2.79e-010      
  0.74            0.0029923       1.92e-010      
  0.76            0.0033695       3.48e-010      
  0.78            0.0037682       1.79e-010      
  0.8             0.00418727      1.509e-009     
  0.82            0.00462594      2.476e-009     
  0.84            0.00508316      0              
  0.86            0.00555797      6.381e-009     
  0.88            0.00604955      1.378e-009     
  0.9             0.00655626      2.584e-009     
  0.92            0.00707773      -2.83e-010     
  0.94            0.00761336      -1.11e-010     
  0.96            0.00816009      -8.44e-010     
  0.98            0.0087194       1.097e-009     
  1               0.00928878      3.45e-009      
  1.02            0.00986873      -2.835e-009    
  1.04            0.0104595       3.653e-009     
  1.06            0.0110573       4.3e-010       
  1.08            0.0116592       1.656e-009     
  1.1             0.0122702       5.016e-009     
  1.12            0.0128881       4.366e-009     
  1.14            0.0135111       7.14e-010      
  1.16            0.0141393       3.026e-009     
  1.18            0.0147714       4.438e-009     
  1.2             0.0154075       1.791e-009     
END_DB

