! VERSION = 6.00
BEGIN_HEADER
 ICCAP_INPUTS
  Vg         V  G GROUND gate 0.1 LIN        1    -0.2       1.2        71   0.02      
  Vd         V  D GROUND drain 0.1 LIN        2    0.04       1.2        2    1.16      
  Vs         V  S GROUND source 0.1 CON        0
  Vb         V  B GROUND bulk 0.1 CON        0
 ICCAP_OUTPUTS
  Id         I  D GROUND drain B
  Ig         I  G GROUND gate B
END_HEADER

BEGIN_DB
 ICCAP_VAR Vd         0.04           
  0.52            0.000238531     1.332e-009     
  0.54            0.000306203     -1.237e-009    
  0.56            0.000383414     -1.003e-009    
  0.58            0.000469505     3.36e-010      
  0.6             0.000563522     -1.177e-009    
  0.62            0.000664248     1.185e-009     
  0.64            0.000770509     2.342e-009     
  0.66            0.000881253     -1.093e-009    
  0.68            0.000995934     3.1504e-009    
  0.7             0.00111271      3.042e-009     
  0.72            0.00123115      1.935e-009     
  0.74            0.00135067      4.59e-010      
  0.76            0.00147047      -1.09e-010     
  0.78            0.00158931      -8.91e-010     
  0.8             0.00170749      1.73e-009      
  0.82            0.00182397      1.599e-009     
  0.84            0.00193907      2.88e-009      
  0.86            0.00205182      -6.071e-009    
  0.88            0.00216233      -7.92e-010     
  0.9             0.00227036      -1.754e-009    
  0.92            0.002376        -8.04e-010     
  0.94            0.00247803      2.101e-009     
  0.96            0.002578        1.65e-009      
  0.98            0.00267433      3.389e-009     
  1               0.00276836      -4.66e-009     
  1.02            0.00285979      1.07e-010      
  1.04            0.00294817      3.9972e-009    
  1.06            0.00303303      2.664e-009     
  1.08            0.00311544      3.964e-009     
  1.1             0.00319471      1.292e-009     
  1.12            0.00327142      6.251e-009     
  1.14            0.00334605      -6.2e-011      
  1.16            0.00341683      2.984e-009     
  1.18            0.00348612      4.222e-009     
  1.2             0.00355288      -3.41e-009     
END_DB

BEGIN_DB
 ICCAP_VAR Vd         1.2            
 ICCAP_VAR Vs         0              
 ICCAP_VAR Vb         0              

 #Vg              Id              Ig             
  -0.2            4.95e-010       8.71e-010      
  -0.18           5.16e-010       4.992e-009     
  -0.16           -3.6189e-009    -1.11e-009     
  -0.14           -5.86e-010      3.433e-009     
  -0.12           3.8495e-009     2.619e-009     
  -0.1            -1.23e-010      6.84e-010      
  -0.08           6.15e-010       1.199e-009     
  -0.06           -3.2951e-009    -1.448e-009    
  -0.04           -1.056e-009     2.437e-009     
  -0.02           -4.902e-009     4.75e-010      
  0               3.004e-009      -1.028e-009    
  0.02            1.139e-009      -1.966e-009    
  0.04            2.288e-009      -1.009e-009    
  0.06            4.21e-009       4.147e-009     
  0.08            8.509e-009      6.584e-009     
  0.1             1.16242e-008    -1.258e-009    
  0.12            3.0431e-008     -1.287e-009    
  0.14            5.2654e-008     4.294e-009     
  0.16            1.04212e-007    1.43e-009      
  0.18            1.79247e-007    1.83e-010      
  0.2             3.33206e-007    1.288e-009     
  0.22            6.12122e-007    -8.03e-010     
  0.24            1.12218e-006    7.056e-009     
  0.26            2.04163e-006    1.104e-009     
  0.28            3.68304e-006    3.184e-009     
  0.3             6.55038e-006    1.974e-009     
  0.32            1.14541e-005    -3.436e-009    
  0.34            1.96553e-005    -7.29e-010     
  0.36            3.29632e-005    3.39e-010      
  0.38            5.40166e-005    1.349e-009     
  0.4             8.6291e-005     -6.589e-009    
  0.42            0.000134026     -1.817e-009    
  0.44            0.000202644     3.241e-009     
  0.46            0.000297534     -4.616e-009    
  0.48            0.000425466     2.387e-009     
  0.5             0.000591821     -3.09e-010     
  0.52            0.000802151     6.2e-010       
  0.54            0.00106101      -7.12e-010     
  0.56            0.00137269      2.865e-009     
  0.58            0.00173799      9.81e-010      
  0.6             0.00216026      2.389e-009     
  0.62            0.00263798      -1.195e-009    
  0.64            0.00316996      -9.57e-010     
  0.66            0.00375585      5.616e-009     
  0.68            0.00439066      9.89e-010      
  0.7             0.00507423      3.534e-009     
  0.72            0.00580216      2.442e-009     
  0.74            0.00657143      -2.4e-011      
  0.76            0.00737831      -4.9e-011      
  0.78            0.00821865      1.89e-010      
  0.8             0.00909118      6.75e-010      
  0.82            0.00999375      2.308e-009     
  0.84            0.0109182       -6.181e-009    
  0.86            0.0118646       -1.36e-010     
  0.88            0.0128349       -9.59e-010     
  0.9             0.013821        2.77e-009      
  0.92            0.014824        5.829e-009     
  0.94            0.0158405       1.068e-009     
  0.96            0.0168674       3.126e-009     
  0.98            0.0179049       -9.13e-010     
  1               0.0189506       -6.49e-010     
  1.02            0.0200026       1.804e-009     
  1.04            0.0210666       2.183e-009     
  1.06            0.0221309       -6.51e-010     
  1.08            0.0231988       -2.83e-010     
  1.1             0.02427         2.565e-009     
  1.12            0.0253424       2.7e-009       
  1.14            0.0264153       3.94e-010      
  1.16            0.027489        -9.45e-010     
  1.18            0.0285651       -2.07e-010     
  1.2             0.029641        2.252e-009     
END_DB

